        1   0.10345700E-03   0.14406700E-03   0.29579100E-03   0.98305200      -0.12603600      -0.12895000       0.33103300E-01        1       1
        2   0.25514800E-03   0.21837400E-04   0.98884100E-04   0.97263900       0.22971200       0.18084700E-02   0.34667200E-01        1       1
        3   0.14925900E-03   0.51204700E-04   0.12887100E-03   0.97638000      -0.67049900E-01   0.18585900       0.87422500E-01        1       1
        4   0.54750000E-04   0.34293300E-03   0.30273100E-03   0.98502000      -0.14702800      -0.50266400E-01  -0.74781700E-01        1       1
        5  -0.61520600E-06   0.22748100E-03   0.87972700E-04   0.99644500      -0.42093900E-01   0.20995700E-01   0.69890900E-01        1       1
        6   0.23634300E-03   0.25210100E-03   0.22149900E-03   0.86018500       0.45473500E-01  -0.21667600      -0.45941800            1       1
        7   0.45773700E-04   0.28244600E-04   0.18055000E-03   0.97053800      -0.63463000E-01  -0.22585800      -0.54921400E-01        1       1
        8   0.77424800E-04   0.30653400E-03   0.59809800E-04   0.80751700      -0.56397400      -0.12735900      -0.11674600            1       1
        9   0.30815300E-03   0.68625000E-04   0.32087700E-03   0.93627600       0.33313700      -0.99141400E-01  -0.50769600E-01        1       1
       10   0.27215200E-03   0.17927900E-03   0.53763500E-04   0.95910600       0.10016000      -0.25591700       0.67747100E-01        1       1
       11   0.13763600E-03   0.26104800E-03   0.28138300E-03   0.89135000       0.25362600       0.37258300      -0.48477000E-01        1       1
       12   0.56471500E-04   0.54165600E-04   0.64414500E-04   0.99124000       0.88170800E-04  -0.12797200       0.32659800E-01        1       1
       13   0.46478600E-04   0.23129600E-03   0.33707000E-03   0.96243500      -0.25738200       0.60545900E-01   0.61709000E-01        1       1
       14   0.29005800E-04   0.14245400E-03   0.19903500E-03   0.96932900       0.12733500      -0.38406800E-01  -0.20666700            1       1
       15   0.35762700E-03   0.12972500E-03   0.94924000E-05   0.98419300      -0.16402200       0.97630200E-02   0.66077200E-01        1       1
       16   0.19411100E-03   0.90477700E-04   0.37228200E-04   0.99906300       0.28300000E-01   0.32330200E-01   0.52407900E-02        1       1
       17   0.13604800E-03   0.14545700E-03   0.18680400E-03   0.87778800      -0.13944100      -0.30051500       0.34602700            1       1
       18   0.28110400E-03   0.17584400E-03   0.29448900E-03   0.97931600       0.15413600       0.12565300      -0.37339800E-01        1       1
       19   0.32756200E-03   0.19778000E-03   0.19300300E-03   0.94323700      -0.27945100      -0.17729500       0.27881100E-01        1       1
       20   0.34377500E-03   0.26084300E-03   0.20406800E-04   0.98969400       0.29912500E-01  -0.11553600       0.79131600E-01        1       1
       21   0.27258600E-03   0.28001900E-03   0.11088500E-03   0.98541400      -0.39753700E-01  -0.10601400      -0.12704300            1       1
       22   0.35119600E-03   0.26436500E-03   0.30636700E-03   0.95209500       0.73884200E-01  -0.15617700       0.25231900            1       1
       23   0.17969300E-03   0.22609700E-03   0.12028200E-03   0.94240000      -0.69285300E-01  -0.19243700       0.26466900            1       1
       24   0.80013100E-04   0.25605600E-03   0.16353700E-03   0.96108500       0.21769600      -0.10544400       0.13344000            1       1
       25   0.42726400E-04   0.52616000E-04   0.31378000E-03   0.88682200       0.44503600       0.47302400E-01   0.11512000            1       1
       26   0.88738400E-04   0.16180700E-03   0.79302700E-04   0.94857500      -0.48857100E-01  -0.29320800      -0.10884700            1       1
       27   0.31448500E-03   0.70687400E-04   0.20594700E-03   0.88861300      -0.41201800       0.20111300       0.12695800E-01        1       1
       28   0.19770500E-03   0.10915100E-03   0.33012900E-03   0.96692200       0.28110800E-01  -0.20731300       0.14592000            1       1
       29   0.20724300E-03   0.39821500E-04   0.23900500E-03   0.91635000      -0.27723200       0.14940300      -0.24723300            1       1
       30   0.15217600E-03   0.33132900E-03   0.20062300E-03   0.92923100      -0.88582800E-01   0.34415200       0.10121000            1       1
       31   0.24387700E-03   0.13202000E-03   0.15472100E-03   0.92334600      -0.22977200       0.50645200E-01   0.30343300            1       1
       32   0.23742200E-03   0.28016800E-03   0.33588100E-03   0.97310200       0.80013000E-01  -0.21558900       0.13819100E-01        1       1
       33   0.35806900E-03   0.17780900E-03   0.38619600E-03   0.97882300       0.75856500E-01   0.10209000       0.16039900            1       1
       34   0.16870800E-03   0.21879500E-03   0.13427600E-04   0.99322000       0.51526000E-01  -0.90668200E-01  -0.51356600E-01        1       1
       35   0.26312800E-03   0.37247600E-03   0.17868400E-03   0.96807000       0.91647200E-01  -0.22275700       0.69427400E-01        1       1
       36   0.25603900E-03   0.37805200E-03   0.53271700E-04   0.95748400       0.14047600      -0.19858700       0.15509400            1       1
       37   0.20989900E-03   0.38097100E-03   0.29642200E-03   0.98335200      -0.39927600E-02  -0.17058700       0.62470000E-01        1       1
       38   0.32316400E-03   0.37502300E-03   0.26659400E-03   0.97152000      -0.47574500E-01  -0.22375300E-02   0.23212200            1       1
       39   0.37835500E-03   0.30273000E-03   0.12473300E-03   0.98598500       0.12869600      -0.10276100      -0.26663800E-01        1       1
       40   0.99417700E-04   0.24361100E-03   0.48503500E-03   0.99211600       0.36719000E-01   0.53673000E-01   0.10712700            1       1
       41   0.30241000E-03   0.17218600E-03   0.50969000E-03   0.95192300       0.11049200       0.11648500       0.26089400            1       1
       42   0.24870700E-03   0.29070800E-04   0.66087300E-03   0.91859600       0.24827300       0.21858000      -0.21625000            1       1
       43   0.72348600E-04   0.14651300E-03   0.54311000E-03   0.95830600       0.52509500E-01   0.40531200E-01   0.27793900            1       1
       44   0.10732900E-03   0.11944700E-03   0.75388400E-03   0.88851000      -0.26880300       0.26408100       0.26183200            1       1
       45   0.67032600E-04   0.25737700E-03   0.62481200E-03   0.84999800      -0.33805600      -0.85612600E-01   0.39483100            1       1
       46   0.16654900E-03   0.21619800E-03   0.67412200E-03   0.99309500       0.92676400E-01   0.49371700E-01   0.52304000E-01        1       1
       47   0.31601200E-03   0.26070500E-04   0.45093700E-03   0.98773300      -0.53244000E-01  -0.13318500      -0.61725400E-01        1       1
       48   0.57776400E-04   0.68855600E-04   0.62211700E-03   0.92870800      -0.47030900E-01   0.87066900E-01  -0.35736500            1       1
