        1   0.13788000E-03   0.35706400E-03   0.23370300E-03   0.87214600      -0.23643500      -0.32680900       0.27686900            1       1
        2   0.22026700E-03   0.20192300E-03   0.60242500E-04   0.88650400      -0.19380800      -0.29958400       0.29461500            1       1
        3   0.14896200E-03   0.15753800E-03   0.24339200E-03   0.87925300      -0.22646200      -0.28458200       0.30764000            1       1
        4   0.29533000E-04   0.13064600E-03   0.76035200E-04   0.88505200      -0.19276200      -0.30606900       0.29299800            1       1
        5   0.35692500E-03   0.30939100E-03   0.29858900E-03   0.86379600      -0.23803000      -0.32545600       0.30212100            1       1
        6   0.30119700E-03   0.10728300E-03   0.38393700E-03   0.87772700      -0.19905200      -0.32828900       0.28670400            1       1
        7   0.25831600E-03   0.78583500E-04   0.61691700E-03   0.87381800      -0.22434600      -0.31585700       0.29384400            1       1
        8   0.36391900E-04   0.90997300E-04   0.64068900E-03   0.88448300      -0.19150000      -0.31037900       0.29100300            1       1
        9   0.19365700E-03   0.27414200E-03   0.41697300E-03   0.87746000      -0.22789100      -0.29463700       0.30219000            1       1
       10   0.36009100E-03   0.35763600E-03   0.49457800E-03   0.87055800      -0.21154400      -0.33944400       0.28662800            1       1
       11   0.19786700E-03   0.27276600E-03   0.63914600E-03   0.87597500      -0.19856400      -0.31274200       0.30892300            1       1
       12   0.30556200E-03   0.39196800E-03   0.12258000E-03   0.88590100      -0.20599800      -0.30334700       0.28412000            1       1
       13   0.26846900E-03   0.65474300E-03   0.27520800E-03   0.88621700      -0.18584200      -0.31096600       0.28875900            1       1
       14   0.22211400E-03   0.56787700E-03   0.76686700E-04   0.85500900      -0.21705700      -0.36980000       0.29170800            1       1
       15   0.10232300E-03   0.38431000E-03   0.26565200E-04   0.85055400      -0.21022700      -0.35793400       0.32287000            1       1
       16   0.20125600E-04   0.58613800E-03   0.65183300E-04   0.89489700      -0.18307600      -0.30133500       0.27356800            1       1
       17   0.84760500E-04   0.56293800E-03   0.25586900E-03   0.87204200      -0.20964400      -0.32816800       0.29647800            1       1
       18   0.11627100E-03   0.76598100E-03   0.15842000E-03   0.89390800      -0.16275100      -0.30674000       0.28346200            1       1
       19   0.18248900E-03   0.50979400E-03   0.66446400E-03   0.88815300      -0.19799300      -0.31690700       0.26749500            1       1
       20   0.28446000E-03   0.63216800E-03   0.54151500E-03   0.88178300      -0.20506200      -0.30549100       0.29509800            1       1
       21   0.81326100E-04   0.68331500E-03   0.65235600E-03   0.88419300      -0.19230400      -0.31011200       0.29163800            1       1
       22   0.46835300E-04   0.40679600E-03   0.55849400E-03   0.88136800      -0.19226700      -0.32487900       0.28403900            1       1
       23   0.97149300E-04   0.60635900E-03   0.46721000E-03   0.88524700      -0.18889400      -0.31049900       0.29025300            1       1
       24   0.34958300E-03   0.38918900E-03   0.70336500E-03   0.88477300      -0.18998800      -0.31220400       0.28915300            1       1
       25   0.23417000E-03   0.48030000E-03   0.38905000E-03   0.88591500      -0.18247300      -0.31533300       0.28709500            1       1
